name,current_price,market_cap,market_cap_rank,total_volume,circulating_supply,total_supply,max_supply,ath,atl,last_updated
SAYCOIN,0.00302331,4006053,2260,102130.0,1325445411.3878179,5000000000.0,5000000000.0,0.00562852,0.00012083,2025-02-15T10:26:17.336Z
Roko Network,1.937e-05,4005911,2261,54221.0,206456907832.4278,369369369369.0,369369369369.0,0.00017624,3.92e-06,2025-02-15T10:25:48.821Z
She Rises,0.00399649,3996465,2257,589226.0,999993387.26,999993387.26,999993387.26,0.058342,0.00390671,2025-02-15T10:25:05.462Z
Rubic,0.02020836,3995002,2263,99398.0,197690547.559481,197690547.559481,1000000000.0,0.793213,0.00066293,2025-02-15T10:26:46.951Z
Agave,39.88,3987858,2264,210.95,100000.0,100000.0,100000.0,1466.43,4.92,2025-02-15T10:17:45.503Z
Byte,4.13e-06,3983629,2269,68542.0,964467033476.8313,964467033476.8313,1000000000000.0,6.375e-05,2.99529e-07,2025-02-15T10:25:41.551Z
Djed,0.989484,3976841,2265,97773.0,4019107.3,4019107.3,,1.19,0.725782,2025-02-15T10:24:25.401Z
Balanced,0.15138,3971337,2266,2226.91,26219595.76081299,26219595.76081299,,2.1,0.04903173,2025-02-15T10:24:18.252Z
HedgewaterDAO,0.03697728,3964036,2267,287812.0,107201914.242,111601229.57,119980140.59,0.08057,0.024835,2025-02-15T10:22:38.562Z
Javsphere,0.0136063,3963829,2268,22670.0,291323097.5640889,806528426.0,2000000000.0,0.405124,0.00998359,2025-02-15T10:25:29.605Z
Yield Yak,395.05,3952770,2271,8353.62,10000.0,10000.0,10000.0,16319.34,185.6,2025-02-15T10:26:29.173Z
Turbos Finance,0.00212803,3950777,2270,114893.0,1863206041.0,3700000000.0,10000000000.0,0.00726967,1.45e-06,2025-02-15T10:27:11.707Z
Friend.tech,0.04163174,3948602,2273,100.69,94858683.8,94858683.8,,3.26,0.03448583,2025-02-15T10:27:20.988Z
enqAI,0.00397972,3942932,2274,192309.0,990756563.6568215,1000000000.0,1000000000.0,0.141666,0.00032669,2025-02-15T10:23:30.589Z
Veno USD,0.997077,3940689,2275,26590.0,3952255.968644493,4103564.945079832,,1.042,0.90303,2025-02-15T10:25:30.878Z
KIRA Network,0.01756654,3934904,2276,7550.78,224000000.0,300000000.0,,2.72,0.00349218,2025-02-15T10:26:47.557Z
Azuro Protocol,0.02023993,3928867,2277,470460.0,194114645.9801824,1000000000.0,1000000000.0,0.239602,0.02007231,2025-02-15T10:26:34.533Z
Astherus Staked CAKE,2.44,3928757,2278,38495.0,1614738.081102785,1616247.06957609,,3.11,1.25,2025-02-15T10:27:25.808Z
Opus,0.00392876,3926960,2279,1370352.0,999934015.170844,999934015.170844,999940681.38,0.084014,0.00291062,2025-02-15T10:26:33.662Z
Saakuru,0.00566106,3926443,2285,27017.0,693588124.9661667,998676898.754,1000000000.0,0.076016,0.00532884,2025-02-15T10:27:10.694Z
Chudjak,0.00425556,3924688,2272,154213.0,926934675.1,926934675.1,1000000000.0,0.03484076,0.00199914,2025-02-15T10:26:48.350Z
Project Plutus,0.00392465,3924646,2281,69497.0,1000000000.0,1000000000.0,1000000000.0,0.02505722,0.00214818,2025-02-15T10:26:05.432Z
GOGGLES,0.12135,3917825,2280,78159.0,32285420.0,32285420.0,32285420.0,0.229162,0.04709321,2025-02-15T10:23:36.135Z
Lux Token,0.00388465,3914863,2282,993171.0,999982371.41663,999982371.41663,1000000000.0,0.02961746,0.00202073,2025-02-15T10:26:34.620Z
Trakx,0.00549889,3913104,2283,75241.0,712489460.46,1000000000.0,1000000000.0,0.056939,0.00513176,2025-02-15T10:26:21.260Z
IMPT,0.00324212,3908966,2284,156185.0,1206674518.3803704,1648280519.200616,2759522759.0,0.02042864,0.00150302,2025-02-15T10:27:25.190Z
MoonDog AI,0.00389579,3895793,2287,659.66,1000000000.0,1000000000.0,1000000000.0,0.01391801,0.00374832,2025-02-15T10:02:49.506Z
42-coin,92710.0,3893798,2288,33.03,41.99995083,42.0,,805023.0,1071.62,2025-02-14T23:50:40.365Z
Ctrl,0.0186531,3892449,2289,1265785.0,208694985.69,240000000.0,240000000.0,0.097066,0.01470228,2025-02-15T10:27:12.697Z
WHALE,0.423657,3875099,2290,3835.64,9146790.7159,10000000.0,10000000.0,52.37,0.149698,2025-02-15T10:26:47.273Z
Mazze,0.00148435,3872417,2292,66586.0,2608829678.14502,4835700000.0,4900000000.0,0.01012121,0.00103725,2025-02-15T10:23:30.675Z
Talken,0.01885889,3865954,2293,551520.0,206269787.11,500000000.0,500000000.0,3.6,0.01446502,2025-02-15T10:26:50.869Z
Everyworld,0.00315389,3863943,2294,8364.02,1224992323.938745,10000000000.0,10000000000.0,0.076885,0.00207366,2025-02-15T10:27:18.901Z
Unisocks,12881.08,3849087,2296,46826.0,298.992857926618,298.992857926618,298.992857926618,198759.0,0.00023136,2025-02-15T10:27:22.556Z
Archethic,0.00928292,3848896,2295,48082.0,414730474.4674807,966017887.9309646,1000000000.0,0.401399,0.00921844,2025-02-15T10:27:23.578Z
Dagger,0.00303218,3839698,2298,264531.0,1266314944.0,1446294144.0,1446294144.0,0.100431,0.00101162,2025-02-15T10:24:23.205Z
World Earn & Play Community,0.0048012,3838558,2299,0.339941,799500000.0,800000000.0,800000000.0,0.04361067,0.00190476,2025-02-15T10:21:08.738Z
ZaichXBT,0.0038316,3831597,2286,117574.0,1000000000.0,1000000000.0,1000000000.0,0.01633093,0.00310362,2025-02-15T10:23:41.164Z
LocalCoinSwap,0.100155,3831140,2300,8109.2,38252070.55,72732420.0,,0.490867,0.00190108,2025-02-15T10:03:43.992Z
DeFinity,0.02501057,3828607,2301,4275.84,153079548.642922,171516755.0,171516755.0,0.311176,0.00158954,2025-02-15T10:23:40.243Z
Everclear,0.03576006,3820666,2303,1390.53,106841704.25,1000000000.0,,0.449694,0.01360325,2025-02-15T10:25:19.464Z
Celer Bridged WBTC (Conflux),97765.0,3819422,2302,61837.0,39.07861107352268,39.07861107352268,,108689.0,52874.0,2025-02-15T10:26:14.598Z
KiboShib,3.81e-06,3811226,2304,348819.0,1000000000000.0,1000000000000.0,1000000000000.0,4.76e-05,5.4979e-08,2025-02-15T10:26:37.163Z
State of Mika by Virtuals,0.00380587,3805867,2305,56879.0,999999997.63,999999997.63,999999937.47,0.00840468,0.00016985,2025-02-15T10:24:21.842Z
Real Smurf Cat,3.792e-05,3791181,2306,114241.0,100000000000.0,100000000000.0,100000000000.0,0.00039433,1.847e-05,2025-02-15T10:26:18.387Z
AGENDA 47,0.00380057,3784024,2307,881575.0,999997450.535144,999997450.535144,999999999.0,0.00680595,0.00164105,2025-02-15T10:25:37.633Z
Music by Virtuals,0.00379213,3782990,2297,108016.0,997589005.9044687,997589005.9044687,997589005.9044687,0.04681096,0.00231557,2025-02-15T10:25:36.014Z
TON Community,0.01409092,3778077,2311,2660.63,268121355.45057216,400000000.0,,0.104949,0.00331783,2025-02-15T10:26:06.815Z
SunContract,0.03078082,3777679,2308,160307.0,122707503.0,122707503.0,,0.664222,0.002099,2025-02-15T10:26:51.146Z
Project89,0.00378351,3776805,2309,362664.0,999891890.116302,999891890.116302,999999996.15,0.100625,0.00378694,2025-02-15T10:26:21.922Z
Feisty Doge NFT,6.735e-05,3773825,2310,694.25,56042983567.15788,100013673040.3348,100013673040.3348,0.00103774,0.0,2025-02-15T10:25:06.807Z
Build On BNB,8.795e-09,3770734,2312,1592451.0,420690000000000.0,420690000000000.0,420690000000000.0,6.8045e-08,2.147e-09,2025-02-15T10:27:25.621Z
RIKO,0.00656184,3768582,2313,6754.32,574208071.0,1000000000.0,1000000000.0,0.02821103,0.0035372,2025-02-15T10:25:25.876Z
EverRise,5.257e-05,3764786,2314,474.64,71618033988.0,71618033988.0,71618033988.0,0.00189735,2.758e-09,2025-02-15T10:25:36.520Z
MEMES,0.00012545,3761347,2291,20387.0,30000000000.0,123000000000.0,123000000000.0,0.0094522,9.278e-05,2025-02-15T10:26:37.017Z
Tetsuo Coin,0.00375186,3751855,2315,1225807.0,999998271.0,999998271.0,999998271.0,0.064571,0.00356388,2025-02-15T10:25:56.748Z
